name,market,funding_total_usd,status,country_code,region,funding_rounds,founded_at,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,first_fund_year,years_between
YouAre.TV, Games ,1150000.0,success,USA,New York City,1,2009-07-01,2009,2009-08-01,2010-08-25,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150000.0,0.0,0.0,0.0,2009,0
SweetSpot WiFi, Sales and Marketing ,1100000.0,success,USA,SF Bay Area,0,2013-11-01,2013,2013-11-01,2013-11-01,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Musicane, Curated Web ,7725818.0,success,USA,Los Angeles,0,2009-04-17,2009,2009-04-17,2009-04-17,0.0,7725818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
VidaPak,,0.0,success,USA,Charlotte,0,2014-01-23,2014,2014-02-04,2014-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Aristotle Circle, Education ,2450000.0,success,USA,New York City,2,2009-08-01,2009,2010-08-19,2011-04-19,0.0,2450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,2000000.0,0.0,0.0,2010,1
HourVille, Services ,0.0,fail,USA,Austin,0,2008-01-01,2008,2009-08-01,2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,1
Outbox, Curated Web ,6500000.0,fail,USA,Austin,1,2011-01-01,2011,2011-12-12,2013-07-01,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2011,0
AnyMeeting, Software ,0.0,success,USA,Anaheim,0,2009-10-01,2009,2012-08-13,2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,3
"Lightspeed Technologies, Inc.", Design ,430000.0,success,USA,"Portland, Oregon",0,1990-01-01,1990,2009-10-29,2009-10-29,0.0,0.0,0.0,0.0,0.0,430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,19
Mindset Media, Media ,4245714.0,success,USA,New York City,0,2009-04-10,2009,2009-04-10,2009-04-10,0.0,4245714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
Veteran Live Work Lofts, Real Estate ,0.0,success,USA,Los Angeles,0,2010-03-06,2010,2010-08-14,2010-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Care Thread, Health Care ,525000.0,success,USA,Providence,0,2011-09-01,2011,2013-04-01,2013-04-01,525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
APERA BAGS, Sports ,0.0,success,USA,Denver,0,2012-06-01,2012,2014-06-18,2014-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
FD9 Group, Fashion ,1808240.0,success,USA,Los Angeles,0,2012-10-01,2012,2012-09-24,2012-09-24,0.0,0.0,0.0,0.0,0.0,0.0,1808240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
InboxQ, Search ,0.0,fail,USA,SF Bay Area,0,2009-11-01,2009,2010-02-01,2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1
MolecularMD, Biotechnology ,8500000.0,success,USA,"Portland, Oregon",1,2005-01-01,2005,2012-04-02,2013-05-20,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,2012,7
ClearMomentum, Software ,1000000.0,success,USA,"Rochester, New York",1,2005-01-01,2005,2009-11-10,2009-11-10,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,2009,4
UrbanBound, Software ,6000000.0,success,USA,Chicago,1,2011-01-01,2011,2011-10-01,2013-08-06,1000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2011,0
CodeStreet, Software ,0.0,success,USA,New York City,0,2003-01-01,2003,2009-10-13,2009-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,6
Novavax, Medical ,94600000.0,success,USA,"Washington, D.C.",0,2013-09-13,2013,2013-09-13,2013-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
LiveSchool, Education ,2395319.0,success,USA,Nashville,1,2011-05-01,2011,2011-05-01,2014-06-18,0.0,1650000.0,0.0,0.0,0.0,0.0,0.0,0.0,745319.0,0.0,0.0,1650000.0,0.0,0.0,0.0,2011,0
Athigo, Mobile ,200000.0,fail,USA,Boston,0,2011-01-01,2011,2011-01-01,2011-01-01,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Aditive, Advertising ,3301958.0,success,USA,SF Bay Area,0,2010-01-01,2010,2012-08-22,2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301958.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2
GlobeRanger, Tracking ,8300000.0,success,USA,Dallas,1,1999-01-01,1999,2009-03-12,2009-03-12,0.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300000.0,0.0,2009,10
TravelCLICK, Hotels ,0.0,success,USA,New York City,0,1999-01-01,1999,1999-07-01,2001-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,0
VGTI Florida, Biotechnology ,3600000.0,success,USA,FL - Other,0,2008-01-01,2008,2013-07-15,2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,5
Klique,,2075000.0,success,USA,"Naples, Florida",0,2013-01-01,2013,2014-04-07,2014-04-07,0.0,0.0,0.0,0.0,0.0,2075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
Synergy Hub, SaaS ,50000.0,success,USA,Tampa,0,2010-01-01,2010,2011-03-06,2011-03-06,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1
jaja.tv, Curated Web ,15000.0,success,USA,Austin,0,2010-11-30,2010,2010-11-30,2010-11-30,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Cityzenith, Software ,6214000.0,success,USA,Chicago,0,2009-05-19,2009,2009-11-26,2012-09-01,6000000.0,214000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
reQwip, Mobile Commerce ,150500.0,success,USA,Austin,0,2012-01-01,2012,2012-10-12,2014-07-01,50000.0,0.0,0.0,0.0,87500.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Sway Medical Technologies, Software ,700000.0,success,USA,Tulsa,0,2011-01-01,2011,2013-03-10,2013-03-10,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
CorrectNet, Analytics ,3370000.0,success,USA,Long Island,1,1997-01-01,1997,2008-06-03,2010-01-13,0.0,370000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,370000.0,0.0,0.0,0.0,2008,11
Visure Solutions, Internet ,0.0,success,USA,SF Bay Area,0,2007-09-01,2007,2007-09-01,2014-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
Musicshake, Music ,3500000.0,success,USA,Los Angeles,2,2005-03-01,2005,2006-08-01,2007-09-01,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2500000.0,0.0,0.0,2006,1
Vista Therapeutics, Health and Wellness ,162364.0,success,USA,Albuquerque,0,2010-01-14,2010,2010-01-14,2010-01-14,0.0,162364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Autobase,,0.0,success,USA,Indianapolis,0,1988-01-01,1988,2004-04-05,2004-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,16
Tuscany Design Automation, Software ,735000.0,success,USA,Fort Collins,0,2002-01-01,2002,2010-09-02,2011-11-08,0.0,210000.0,0.0,0.0,525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8
EverCharge, Clean Technology ,500000.0,success,USA,SF Bay Area,0,2007-01-01,2007,2011-10-06,2013-11-20,200000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,4
IActionable, Gamification ,0.0,success,USA,Salt Lake City,0,2010-05-01,2010,2010-05-01,2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Fatwire, Software ,8100000.0,success,USA,Long Island,0,1996-01-01,1996,2010-01-29,2010-01-29,0.0,8100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,14
Chroma Energy, Software ,19700000.0,success,USA,Houston,0,1998-01-01,1998,2005-09-28,2005-09-28,0.0,19700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,7
WhiteGlove Health, Medical ,12900000.0,success,USA,Austin,0,2007-12-01,2007,2012-04-12,2012-04-12,0.0,12900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,5
Tripwire, Information Security ,1265.0,success,USA,"Portland, Oregon",0,1997-01-01,1997,2009-08-21,2009-08-21,0.0,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,12
Daz 3d, Software ,4200000.0,success,USA,Salt Lake City,1,2000-01-01,2000,2007-06-01,2007-06-01,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,2007,7
Health Informatics, Health and Wellness ,10000000.0,fail,USA,Richmond,0,2012-05-25,2012,2012-05-25,2012-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Layer3 TV, News ,21000000.0,success,USA,Boston,1,2013-01-01,2013,2014-03-13,2014-03-13,0.0,21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000000.0,0.0,0.0,0.0,2014,1
"nCrowd, Inc.", Advertising ,100000.0,success,USA,Atlanta,0,2013-02-01,2013,2011-05-01,2013-05-02,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,-2
Nook Media, Mobile ,389500000.0,success,USA,New York City,0,2012-01-01,2012,2012-01-01,2012-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Axilogix Education, Software ,47628901.0,success,USA,Atlantic City,0,2009-01-01,2009,2011-09-12,2011-09-12,0.0,0.0,0.0,47628901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,2
Collective Health, Software ,0.0,success,USA,SF Bay Area,0,2013-01-01,2013,2014-01-31,2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
Augmentix, Hardware + Software ,8590000.0,success,USA,Austin,1,2003-01-01,2003,2005-08-12,2005-08-12,0.0,8590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8590000.0,0.0,0.0,2005,2
Kandid, Apps ,1400000.0,success,USA,SF Bay Area,0,2014-11-19,2014,2014-12-02,2014-12-02,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Chictini, Curated Web ,0.0,success,USA,New York City,0,2007-07-01,2007,2008-08-01,2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1
MarginPoint, Enterprise Software ,13750000.0,success,USA,Anaheim,0,1999-01-01,1999,2006-01-31,2006-01-31,0.0,13750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,7
ActivIdentity, Enterprise Software ,5422959.0,success,USA,SF Bay Area,0,1985-01-01,1985,2009-12-29,2009-12-29,0.0,5422959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,24
XL Hybrids, Clean Technology ,11400000.0,success,USA,Boston,1,2008-01-01,2008,2011-01-14,2013-12-10,0.0,8400000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,2011,3
FleetMatics, Software ,93000000.0,success,USA,Chicago,2,2004-10-22,2004,2008-08-10,2010-12-06,0.0,93000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,68000000.0,0.0,2008,4
Last Guide, Social Media ,2100000.0,success,USA,SF Bay Area,0,2014-04-10,2014,2014-04-10,2014-04-10,2100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Newsle, Social Network Media ,2649997.0,success,USA,SF Bay Area,1,2011-01-01,2011,2012-02-22,2013-11-08,600000.0,2049997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049997.0,0.0,0.0,0.0,2012,1
Thounds, Collaboration ,0.0,success,USA,Seattle,0,2009-09-01,2009,2009-01-01,2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
Solta Medical, Health Care ,21950000.0,success,USA,SF Bay Area,0,1995-01-01,1995,2010-01-11,2010-03-05,0.0,21950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,15
"SkyWard IO, Inc.", Software ,1672000.0,success,USA,"Portland, Oregon",0,2012-12-01,2012,2014-05-18,2014-06-30,1532000.0,0.0,0.0,0.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
Wavecraft, Hardware + Software ,886167.0,success,USA,Seattle,0,2012-10-16,2012,2012-10-16,2012-10-16,0.0,0.0,0.0,886167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
UA Campus Pantry, Nonprofits ,3000.0,success,USA,Tucson,0,2012-03-01,2012,2014-01-28,2014-03-05,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
Tip or Skip, Games ,2000000.0,success,USA,New York City,0,2012-07-25,2012,2012-07-25,2012-07-25,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Pinnacle Pharmaceuticals, Biotechnology ,8015002.0,success,USA,Roanoke,0,2011-07-27,2011,2011-07-27,2011-07-27,0.0,8015002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
PublicEarth, Location Based Services ,4000000.0,fail,USA,SF Bay Area,1,2008-01-01,2008,2008-02-08,2010-05-21,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,2008,0
PlumChoice, Consulting ,91953325.0,success,USA,Boston,1,2001-01-01,2001,2007-08-16,2012-05-08,0.0,56353325.0,0.0,0.0,0.0,35600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,2000000.0,2007,6
Ivalua, Software ,4444200.0,success,USA,SF Bay Area,0,2000-01-01,2000,2011-05-05,2011-05-05,0.0,4444200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,11
IntelliMat, Hardware + Software ,5302500.0,success,USA,Roanoke,1,2006-11-02,2006,2006-11-02,2010-05-27,0.0,5000000.0,0.0,0.0,0.0,302500.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2006,0
Community Peace Developers, Real Estate ,0.0,success,USA,Dayton,0,2008-04-01,2008,2013-07-09,2013-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,5
Pecabu, Software ,1675000.0,success,USA,SF Bay Area,0,2013-01-01,2013,2013-11-04,2014-01-10,0.0,1675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
NOMAD GOODS, Fashion ,334171.0,success,USA,SF Bay Area,0,2012-09-10,2012,2012-08-27,2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334171.0,0.0,0.0,0.0,0.0,2012,0
Inktd, Online Scheduling ,25000.0,success,USA,Pittsburgh,0,2013-06-01,2013,2014-02-01,2014-02-01,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
Clear Story Systems, Software ,1100000.0,success,USA,New York City,0,2005-01-28,2005,2005-01-28,2005-01-28,0.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,0
"Knightscope, Inc.", Security ,1530000.0,success,USA,SF Bay Area,0,2013-04-04,2013,2013-04-04,2014-04-03,1530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Swivl, Business Productivity ,2950000.0,success,USA,SF Bay Area,0,2010-01-01,2010,2011-05-31,2013-09-01,2450000.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1
RentMineOnline, Sales and Marketing ,68525.0,success,USA,SF Bay Area,0,2007-06-01,2007,2007-09-01,2009-06-01,68525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
Visible.vc, Software ,250000.0,success,USA,SF Bay Area,0,2012-01-01,2012,2014-10-09,2014-10-09,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
Svpply, Curated Web ,550000.0,success,USA,New York City,0,2009-10-01,2009,2010-11-22,2010-11-22,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1
Fanplayr, Ad Targeting ,2500000.0,success,USA,SF Bay Area,0,2013-01-01,2013,2011-11-12,2013-01-16,2000000.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,-2
NetBrain Technologies, Software ,30000000.0,success,USA,Boston,0,2004-01-01,2004,2014-04-16,2014-04-16,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,10
PointBurst, Mobile ,2400000.0,success,USA,Dallas,0,2012-01-01,2012,2011-06-01,2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,-1
APTwater, Clean Technology ,0.0,success,USA,"Orange County, California",0,2009-01-01,2009,2009-07-31,2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
Lasso, Startups ,75000.0,success,USA,Chicago,0,2012-12-06,2012,2012-06-01,2012-06-01,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Ensyn, Clean Technology ,20000000.0,success,USA,"Wilmington, Delaware",0,2012-10-01,2012,2012-10-03,2012-10-03,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Whistle, Technology ,6000000.0,success,USA,SF Bay Area,1,2012-01-01,2012,2013-06-05,2013-06-05,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,2013,1
Education Networks of America, Education ,14300000.0,success,USA,Nashville,0,2010-03-18,2010,2010-03-18,2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Carbon Objects,,250000.0,success,USA,Chattanooga,1,2014-01-10,2014,2014-01-10,2014-01-10,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,2014,0
Mobiform Software Inc., Software ,19200.0,success,USA,Tampa,0,2003-09-01,2003,2009-09-14,2009-09-14,0.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,6
Rebel Coast Winery, Wine And Spirits ,10000.0,success,USA,SF Bay Area,0,2012-12-15,2012,2012-11-15,2012-11-15,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Pelican Harbour Seafood, Hospitality ,0.0,success,USA,Florida's Space Coast,0,2012-06-26,2012,2013-12-23,2013-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
Revolutions Medical, Health and Wellness ,1818000.0,success,USA,"Charleston, South Carolina",0,1996-01-01,1996,2009-11-05,2011-03-25,0.0,768000.0,0.0,0.0,0.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,13
TipTap, Software ,3750000.0,success,USA,Boston,0,2010-07-28,2010,2011-04-01,2013-05-31,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1
bigtincan, Mobile ,5000000.0,success,USA,Boston,1,2011-01-01,2011,2014-02-21,2014-02-21,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2014,3
Survios, Hardware ,4000000.0,success,USA,Los Angeles,1,2013-01-01,2013,2014-05-18,2014-05-18,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,2014,1
Tengion, Biotechnology ,276263531.0,success,USA,Philadelphia,3,2003-01-01,2003,2005-08-03,2013-08-07,0.0,186954278.0,0.0,0.0,0.0,89309253.0,0.0,0.0,0.0,0.0,0.0,39000000.0,50000000.0,33000000.0,33600000.0,2005,2
Timehop, Photography ,14118000.0,success,USA,New York City,2,2010-01-01,2010,2011-01-01,2014-07-22,1118000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,10000000.0,0.0,0.0,2011,1
Gigya, Identity Management ,104800000.0,success,USA,SF Bay Area,3,2006-06-01,2006,2007-02-01,2014-11-04,0.0,104800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9500000.0,17000000.0,15300000.0,2007,1
Mophie, Hardware + Software ,1000000.0,success,USA,"Orange County, California",0,2005-05-24,2005,2006-08-01,2006-08-01,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,1
Enhanced Energy Group, Clean Technology ,100000.0,success,USA,RI - Other,0,2013-07-29,2013,2013-07-29,2013-07-29,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
CNEX LABS, Data Centers ,16999993.0,success,USA,SF Bay Area,0,2013-01-01,2013,2014-06-10,2014-06-10,0.0,16999993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
STO Industrial Components, Manufacturing ,0.0,success,USA,Salt Lake City,0,2012-03-02,2012,2012-08-08,2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
IIX Inc., Networking ,16217039.0,success,USA,SF Bay Area,1,2011-04-01,2011,2011-01-01,2014-07-16,500000.0,10400000.0,0.0,222039.0,0.0,3000000.0,2095000.0,0.0,0.0,0.0,0.0,10400000.0,0.0,0.0,0.0,2011,0
StreamOcean, Photography ,0.0,success,USA,SF Bay Area,0,2008-11-01,2008,2008-11-01,2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
Perillon Software, Software ,1325000.0,success,USA,Boston,1,2005-01-01,2005,2009-03-06,2012-07-17,0.0,680000.0,0.0,0.0,0.0,645000.0,0.0,0.0,0.0,0.0,0.0,680000.0,0.0,0.0,0.0,2009,4
LTG Federal, Web Hosting ,18150.0,success,USA,"Washington, D.C.",0,2011-01-01,2011,2013-03-19,2013-03-19,18150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,2
Kozio, Software ,4236634.0,success,USA,Denver,0,2002-01-01,2002,2009-05-04,2013-02-07,0.0,1850941.0,0.0,0.0,1999999.0,385694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,7
Lodestone Social Media, Digital Media ,100000.0,success,USA,Austin,0,2012-05-31,2012,2012-05-31,2012-05-31,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
American Medical CO-OP, Health and Wellness ,1612500.0,success,USA,Nashville,0,2012-01-01,2012,2013-08-15,2014-08-19,1612500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
Kyield, Intellectual Property ,600000.0,success,USA,Albuquerque,0,2009-10-19,2009,2009-10-19,2012-01-01,500000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
